x   y1  y2
7.0  0.01  0.009999829129453762
6.99  0.009900500009105825  0.00990033484715272
6.98  0.00980199000367332  0.009801830388221626
6.970000000000001  0.009704460134771074  0.00970430590858597
6.960000000000001  0.009607900651418567  0.00960775166197927
6.950000000000001  0.009512301899612944  0.009512157998974069
6.940000000000001  0.009417654321365434  0.00941751536602246
6.9300000000000015  0.009323948453747307  0.009323814304506028
6.920000000000002  0.009231174927945297  0.00923104544979513
6.910000000000002  0.009139324468326371  0.009139199530317426
6.900000000000002  0.009048387891511784  0.009048267366635563
6.890000000000002  0.008958356105460296  0.008958239870533931
6.880000000000003  0.008869220108560484  0.008869108044114407
6.870000000000003  0.008780970988732059  0.008780862978900987
6.860000000000003  0.008693599922536072  0.008693495854953234
6.850000000000003  0.008607098174293967  0.008606997939988453
6.840000000000003  0.00852145709521535  0.00852136058851251
6.830000000000004  0.008436668122534411  0.008436575240959204
6.820000000000004  0.008352722778654925  0.008352633422838119
6.810000000000004  0.008269612670303704  0.008269526743890874
6.800000000000004  0.00818732948769247  0.008187246897255685
6.7900000000000045  0.008105865003688031  0.008105785658640157
6.780000000000005  0.008025211072990687  0.008025134885502232
6.770000000000005  0.007945359631320792  0.007945286516239216
6.760000000000005  0.007866302694613374  0.007866232569384797
6.750000000000005  0.007788032358220763  0.007787965142813986
6.7400000000000055  0.007710540796123114  0.007710476412955901
6.730000000000006  0.007633820260146769  0.007633758634014313
6.720000000000006  0.007557863079190381  0.007557804137195891
6.710000000000006  0.007482661658458709  0.007482605329946059
6.700000000000006  0.007408208478704017  0.007408154695192394
6.690000000000007  0.007334496095475008  0.007334444790595501
6.680000000000007  0.007261517138373209  0.007261468247807277
6.670000000000007  0.007189264310316732  0.007189217771736504
6.660000000000007  0.007117730386811352  0.0071176861398216966
6.6500000000000075  0.0070469082152288115  0.007046866201311129
6.640000000000008  0.006976790714092295  0.006976750876549981
6.630000000000008  0.006907370872368994  0.006907333156274523
6.620000000000008  0.006838641748769698  0.006838606100913277
6.610000000000008  0.006770596471055334  0.006770562839895092
6.6000000000000085  0.006703228235350398  0.006703196570964044
6.590000000000009  0.006636530305463198  0.006636500559501129
6.580000000000009  0.006570496012212847  0.0065704681378526445
6.570000000000009  0.006505118752762944  0.0065050927046652295
6.560000000000009  0.0064403919899618635  0.006440367724227466
6.55000000000001  0.006376309251689606  0.006376286725818006
6.54000000000001  0.006312864130211125  0.0063128433030601346
6.53000000000001  0.006250050281536085  0.006250031113282734
6.52000000000001  0.006187861424784972  0.006187843876887558
6.5100000000000104  0.006126291341561502  0.006126275376722773
6.500000000000011  0.006065333875331265  0.006065319457462699
6.490000000000011  0.0060049829308065385  0.006004970024993691
6.480000000000011  0.005945232473337212  0.005945221045806099
6.470000000000011  0.0058860765283077635  0.005886066546392245
6.4600000000000115  0.0058275091805402215  0.005827500612650368
